Prediction,Ground Truth,CER,WER
"right"" what doing chu"" Bo? there you think may at the hot. Can i not like chung","nghĩ như đồng chí "" Bỏ được qui định này đi thì tốt. Cùng một lúc chúng",0.5915492957746479,1.0
"Ta thực hiện hai cố chế ""của Nhà nước"" thực hiện thủ đô, đã làm cách",ta thực hiện hai cơ chế (vừa Nhà nước thực hiện thu hồi đất như cách,0.22058823529411764,0.5
"lên nay, vấn lịch giảng' khi tất cả tác giả họ thỏa thỏa với ý nghĩa sử dụng","làm lâu nay, vừa khuyến khích nhà đầu tư thỏa thuận với người sử dụng",0.5797101449275363,0.9333333333333333
"tất) thì phải tạp - ông Trinh kiên Đình, phù gian sức so Tà","đất) thì phức tạp - ông Trịnh Kiên Đĩnh, phó giám đốc Sở Tài",0.23333333333333334,0.7142857142857143
"Nguyệt – một thư ơ ng và nhà sách Hà Nội, liên đềng.","nguyên - môi trường và nhà đất Hà Nội, lên tiếng.",0.3673469387755102,0.8181818181818182
"Báo trừ, lớp trưởng cần cơ quan soạn thảo, Thủ trưởng Đảng thống vô trường định.","Bảo vệ lập trường của cơ quan soạn thảo, Thứ trưởng Đặng Hùng Võ khẳng định",0.28,0.6875
"""Thư ơng hơp như đư ơi thế cơ nên cần thực phư ơng việc ngư ời đang trả dụng đặt, chứng",""" trường hợp nhà đầu tư có nhu cầu thỏa thuận với người đang sử dụng đất, chúng",0.4177215189873418,1.0555555555555556
"ta cán lưỡng lồch từ Nhà mặc chẳng mất cái gì cả "". Ông vỡ ""kêu gọi"":","ta cần khuyến khích vì Nhà nước chẳng mất cái gì cả "". Ông Võ "" kêu gọi "" :",0.26666666666666666,0.55
"chúng ta còn thay đổi trong quan điểm, không nên đọc thông hành chính","chúng ta cần thay đổi trong quan điểm, không nên để hệ thống hành chính",0.08450704225352113,0.26666666666666666
"Ôm vèi mình nhìn qua', bởi ôm càng nhìn thì sai càng nhìn, Bí trưng Mai","ôm về mình nhiều quá, bởi ôm càng nhiều thì sai càng nhiều. Bộ trưởng Mai",0.2328767123287671,0.5
Ai truc tôi: Các mức tiêu độ dùng có thể từ kho? Thông khí thành,Ái Trực tiếp lời : Các nước đều áp dụng cơ chế tự thỏa thuận khi thu hồi,0.4861111111111111,0.9444444444444444
盐,đất.,1.0,1.0
"Ngay cả trường hợp ta không qui định, người dân về doanh nghiệp vẫn thực hiện","Ngay cả trường hợp ta không qui định, người dân và doanh nghiệp vẫn thực hiện",0.012987012987012988,0.0625
"có đặc này. ""Nếu có đúng quyền lực hành chính nhà nước với mình thành không","cơ chế này. "" Nếu cứ dùng quyền lực hành chính nhà nước với mô hình khuôn",0.2054794520547945,0.5294117647058824
"cùng, người dân sức kêu "" - ông Trúc nói. Chuyện ""bò"" - ""con"". Phó Giám đốc:","cứng, người dân sẽ kêu "" - ông Trực nói. Chuyện "" bố "" - "" con "". Phó giám đốc",0.14102564102564102,0.5238095238095238
Số Tài nguyên - môi trường & nhà đất Hà Nội Trình Kiến Đất đê nghị : Thời,Sở Tài nguyên - môi trường & nhà đất Hà Nội Trịnh Kiên Đĩnh đề nghị : thẩm,0.13513513513513514,0.3333333333333333
"quyên thư hồi: đặt, giao đặt phí: đưa thẻ thêm theo trình ""ứng lời"" bao trùm","quyền thu hồi đất, giao đất phải được thể hiện theo tinh thần "" ông bố bao trùm",0.34177215189873417,0.7777777777777778
"Đừng còn ấy. Theo đó, UBND cấp tỉnh, thành phố được quyền thu hồi, giao dịch","ông con "". Theo đó, UBND cấp tỉnh, thành phố được quyền thu hồi, giao đất",0.1232876712328767,0.25
"thus: thăm quyển của UBND cấp quận, huyện (Thay ơi qui định như thêm này,","thuộc thẩm quyền của UBND cấp quận, huyện (thay vì qui định như hiện nay,",0.1643835616438356,0.4666666666666667
"""Ởng bố ""mưa lạm đời ngày phải thông báo cho ""ông con"" thức thời, vừa nhìn",""" ông bố "" muốn làm điều này phải thông báo cho "" ông con "" thực hiện, vừa nhiêu",0.2625,0.7
bỏ qua không thời gian thường đi các cách thủ tục thành chuẩn).,khê vừa không thể hiện hướng đi cải cách thủ tục hành chính).,0.2786885245901639,0.6153846153846154
"Lại thế thứ trưởng Đặng Hùng vừa phản ứng: ""ông bố"" có quyền của ""ông bố"",","Lập tức Thứ trưởng Đặng Hùng Võ phản ứng : "" ông bố "" có quyền của "" ông bố "",",0.16666666666666666,0.6666666666666666
"""Bóng con"" có quyển của ""bóng con"". Lượt không cho phép ""sông bờ"" làm thay ""sông",""" ông con "" có quyền của "" ông con "". Luật không cho phép "" ông bố "" làm thay "" ông",0.1566265060240964,0.6956521739130435
"con"". Trường hợp nào lành-thay là phạm luật, thì có tiêu biểu hợp này sẽ ứng","con "". Trường hợp nào làm thay là phạm luật, chỉ có điều hiện nay các "" ông",0.26666666666666666,0.6111111111111112
"con ""không đám hiện mà thôi !""","con "" không dám kêu mà thôi!",0.2857142857142857,0.8571428571428571
Chúng tôi trinh hành động thực hiện Nghị quyết trung ương 9-4hóa.,Chương trình hành động thực hiện Nghị quyết trung ương 9 - khóa,0.1746031746031746,0.46153846153846156
"IX của Đảng bộ TP.HCM về xây dựng Đảng: tiếp tục chỉ đạo mạnh,",IX của Đảng bộ TP.HCM Về xây dựng Đảng : tiếp tục chỉ đạo mạnh,0.04838709677419355,0.26666666666666666
"mẹ, có hiểu quả cuộc văn tượng xây dựng chính tôn Đảng theo tinh","mẽ, có hiệu quả cuộc vận động xây dựng chỉnh đốn Đảng theo tinh",0.14285714285714285,0.42857142857142855
"thân nghĩ quyết trung vương 6 (lần số). Theo đó, tiếp tục thực hiện việc","thần nghị quyết trung ương 6 (lần 2). Theo đó, tiếp tục thực hiện việc",0.07142857142857142,0.26666666666666666
Lời khai nhà đất và cô sợ xin nuôi tình doanh của bạn bố - cô gái.,kê khai nhà đất và cơ sở sản xuất kinh doanh của cán bộ - công chức;,0.3235294117647059,0.5882352941176471
"tăng cường thành thêm tra những nơi có dấu hiệu vi phạm, tác biến","tăng cường thanh kiểm tra những nơi có dấu hiệu vi phạm, đặc biệt",0.12307692307692308,0.2857142857142857
trong linh viết đặt đại và cái cùng trình trong điển.,trong lĩnh vực đất đai và các công trình trọng điểm.,0.19230769230769232,0.7272727272727273
"Xin lý nghiem minh, cho pháp luật và kỹ luật của Đảng những người",Xử lý nghiêm minh theo pháp luật và kỷ luật của Đảng những người,0.109375,0.35714285714285715
"có hành vi sai trái và những người bao che. Thủ tục hiện tốt cả quy định,",có hành vi sai trái và những người bao che. Thực hiện tốt các quy định,0.1,0.25
"tôi vẫn vui vẻ bà lành đạo, quản lý đời xây ra tham nhũng, tiêu cực ở cả","đối với cán bộ lãnh đạo, quản lý để xảy ra tham nhũng, tiêu cực ở cơ",0.23529411764705882,0.5294117647058824
man: Tên vị. Khi bạn và tăng cường sức chịu đau của tôi chúc,"quan, đơn vị. Kiện toàn và tăng cường sức chiến đấu của tổ chức",0.2857142857142857,0.5714285714285714
c8 33 Đăng. Túp tục đôi mới và măng cao công tác cán bộ. Túp tục,cơ sở Đảng. Tiếp tục đổi mới và nâng cao công tác cán bộ. Tiếp tục,0.16666666666666666,0.4375
tôi mới phường thức lành tạo của cáp úy đang theo phường chân.,đổi mới phương thức lãnh đạo của cấp ủy Đảng theo phương châm,0.19672131147540983,0.6923076923076923
thường manh về cả sở.,hướng mạnh về cơ sở.,0.2,0.6
Về cái cách hành chính: Tập trung chân chính mạnh hơn mùa đại cường.,"Về cải cách hành chính : Tập trung chấn chỉnh mạnh hơn nữa kỷ cương,",0.16176470588235295,0.5333333333333333
"hỷ luật trong bà mày hành chính, nàng cao tính thân trách nhiệm và","kỷ luật trong bộ máy hành chính, nâng cao tinh thần trách nhiệm và",0.09090909090909091,0.42857142857142855
"ý thức này luật của CO-CC, nhất là trên linh việc nhà đất, đâu?","ý thức kỷ luật của CB - CC, nhất là trên lĩnh vực nhà đất, đầu tư,",0.21212121212121213,0.47058823529411764
"mình doanh, trảt tư vậy đúng và giải quyết khiếu nại, tớ cạo.","kinh doanh, trật tự xây dựng và giải quyết khiếu nại, tố cáo.",0.16393442622950818,0.5384615384615384
Kỳ duy động thêm thêm thế giây các quy trình thủ tục hành chính.,Xây dựng hoàn thiện hệ thống các qui trình thủ tục hành chính.,0.3548387096774194,0.6153846153846154
"Kêu vậy ít chán chính bị mày hành chính cái cáp, mành chóng","Kiên quyết chấn chỉnh bộ máy hành chính các cấp, nhanh chóng",0.25,0.8333333333333334
"Nhà chủ phục tinh tráng quan liêu, cửa quyên, thách đinh.","khắc phục tình trạng quan liêu, cửa quyền, hách dịch.",0.22641509433962265,0.7
Xây dựng và phát triển dân tộc CB-CC có chất lượng chuyên môn,Xây dựng và phát triển đội ngũ CB - CC có chất lượng chuyên môn,0.12698412698412698,0.3333333333333333
"eao, ồ phạm chát, tạo đức. Kiếm tra, xử lý hưu quyết cái ưu","cao, có phẩm chất, đạo đức. Kiểm tra, xử lý kiên quyết các vụ",0.22950819672131148,0.6428571428571429
"tham nhúng, làng phí, làm thật thoát tài sản nhà nước... Viênh","tham nhũng, lãng phí, làm thất thoát tài sản nhà nước... Về kinh",0.109375,0.38461538461538464
"tiế: Tập trung mới nổi tiếc nhằm tháo gỡ sản xuất như doanh,","tế : Tập trung mọi nỗ lực nhằm tháo gỡ sản xuất kinh doanh,",0.1864406779661017,0.42857142857142855
Hợp tác tôi đang trường hợp trên địa bàn TP đạt 16% năm.,đưa tốc độ tăng trưởng GDP trên địa bàn TP đạt 12% năm,0.2777777777777778,0.6153846153846154
2004 và trần Lê là năm 2005. Thật trời nhanh các ngành dịch vụ.,"2004 và trên 12% năm 2005. Phát triển nhanh các ngành dịch vụ,",0.1935483870967742,0.46153846153846156
tài cầu trúc cái ngành công nghiệp.,tái cấu trúc các ngành công nghiệp.,0.08571428571428572,0.42857142857142855
"Tiếp tục nhân rộng, cái mỏ hình huy động vẫn dâu tù. Tập trung khai",Tiếp tục nhân rộng các mô hình huy động vốn đầu tư. Tập trung khai,0.10606060606060606,0.4
thai cai nguồn với cho ngàn sách. Từng hết quả tính có phản hại.,thác các nguồn vốn cho ngân sách. Tổng kết quá trình cổ phần hóa,0.265625,0.7857142857142857
doanh nghiệp nhà nước và việc tổ chức tập xếp lại doanh nghiệp nhà,doanh nghiệp nhà nước và việc tổ chức sắp xếp lại doanh nghiệp nhà,0.030303030303030304,0.07142857142857142
mười. Trước khai quyết đinh cưa TP về một số chính sách rủi ro.,nước. Triển khai quyết định của TP về một số chính sách ưu đãi,0.22580645161290322,0.42857142857142855
tôi vớt cái ấn cố vớt tàu tải niềc ngoại. Khi sao lại chúng,đối với các dự án có vốn đầu tư nước ngoài. Rà soát lại chương,0.41935483870967744,0.9333333333333333
tành hồi nhập hình tế của TP. Về văn hoá - xã hội: dạy môn,trình hội nhập kinh tế của TP. Về văn hóa - xã hội : đẩy mạnh,0.19672131147540983,0.5
"cả thời hoài, phát triển xã thời hoạt tập, vui tiện đầu tư ngân","xã hội hóa, phát triển xã hội học tập, ưu tiên đầu tư ngân",0.25862068965517243,0.5
Lạch cho giáo dục - đào tạo.,sách cho giáo dục - đào tạo.,0.07142857142857142,0.14285714285714285
Nàng cao nàng lâu quàn lấy nhà nuốt tràn cái lính vúc khinh danh.,Nâng cao năng lực quản lý nhà nước trên các lĩnh vực kinh doanh,0.2698412698412698,0.8571428571428571
"dịch vụ xin hoa; khai phục những sở hữu, tiêu cực trong quản lý.","dịch vụ văn hóa; khắc phục những sơ hở, tiêu cực trong quản lý",0.14516129032258066,0.42857142857142855
và hoạt động văn hoá. Trái tục tập trung người lực cho chúng,và hoạt động văn hóa. Tiếp tục tập trung nguồn lực cho chương,0.16393442622950818,0.3076923076923077
tinh 3 gian...,trình 3 giảm...,0.26666666666666666,0.6666666666666666
Chương trình hành động thực hiện Nghị quyết trung ương 9 - thứ 1x của Đảng 15.,Chương trình hành động thực hiện Nghị quyết trung ương 9 - khóa IX của Đảng bộ,0.10256410256410256,0.17647058823529413
"Trả lời về xây dựng bảng: tiếp tục chiều dạo manh mặc, có hiệu quả các văn dạng y","TP.HCM Về xây dựng Đảng : tiếp tục chỉ đạo mạnh mẽ, có hiệu quả cuộc vận động xây",0.2839506172839506,0.6842105263157895
"dùng chữ thứ 6n theo tính thứ nghĩa: quạt trung vững 6 (1 ạ 2). Theo đó, tập trung","dựng chỉnh đốn Đảng theo tinh thần nghị quyết trung ương 6 (lần 2). Theo đó, tiếp tục",0.3411764705882353,0.7222222222222222
mặc thần việc kẻ thái nhà đặt ra có sở sản xuất linh danh của con bố - con,thực hiện việc kê khai nhà đất và cơ sở sản xuất kinh doanh của cán bộ - công,0.24675324675324675,0.631578947368421
what; taking care; thank them; then; think; not; do; do; do; plan; the; but,"chức; tăng cường thanh kiểm tra những nơi có dấu hiệu vi phạm, đặc biệt",0.6619718309859155,1.0
đừng lắm vì các đại và các công trình trong địa.,trong lĩnh vực đất đai và các công trình trọng điểm.,0.3076923076923077,0.6363636363636364
Xùi lý nghiêm mình theo pháp luật và kỷ luật của Đảng những người có hạn,Xử lý nghiêm minh theo pháp luật và kỷ luật của Đảng những người có hành,0.06944444444444445,0.1875
vị sai trái và nhúng ngúa bao che. Thực hiện tốt các quy định đối với cán bộ lãnh,vi sai trái và những người bao che. Thực hiện tốt các quy định đối với cán bộ lãnh,0.06097560975609756,0.15789473684210525
"Tao, quan lý dê' xay ra tham nhung, tiêu ưc d cô quan, đôn ơi'. Kiên toan ư","đạo, quản lý để xảy ra tham nhũng, tiêu cực ở cơ quan, đơn vị. Kiện toàn và",0.26666666666666666,0.7222222222222222
tăng cường sức chiến đấu và tạo chất cơ sở đáng. Tập tục tới mức và năng,tăng cường sức chiến đấu của tổ chức cơ sở Đảng. Tiếp tục đổi mới và nâng,0.2191780821917808,0.47058823529411764
cao công tác cán bộ. Tiếp tục đổi mới phương thức làm tạo cơ cấp ủy,cao công tác cán bộ. Tiếp tục đổi mới phương thức lãnh đạo của cấp ủy,0.08695652173913043,0.1875
Đang theo phương châm thường mang về có số.,Đảng theo phương châm hướng mạnh về cơ sở.,0.16666666666666666,0.5555555555555556
"Viê cai câch hanh chinh : Tâp trung chân chinh manh hôn nửa tay cung, bị hút trong","Về cải cách hành chính : Tập trung chấn chỉnh mạnh hơn nữa kỷ cương, kỷ luật trong",0.2682926829268293,0.8333333333333334
"be may hans shins, nang cao tins than trach nhim va y thut tyi hua ua CBe","bộ máy hành chính, nâng cao tinh thần trách nhiệm và ý thức kỷ luật của CB - CC,",0.375,0.9473684210526315
"nhai la tren linh viec nha dai, dau thi, em doanh, trai tu xay dung oa","nhất là trên lĩnh vực nhà đất, đầu tư, kinh doanh, trật tự xây dựng và",0.37142857142857144,0.9375
"giờ quyết thiếu nại, tỏ cào. Xây dựng hoàn thiện hệ thay các quy triển","giải quyết khiếu nại, tố cáo. Xây dựng hoàn thiện hệ thống các qui trình",0.16666666666666666,0.4666666666666667
Thủ tục hành chính. Kiên quyết thành chính bỏ mấy hành chính cất cấp,"thủ tục hành chính. Kiên quyết chấn chỉnh bộ máy hành chính các cấp,",0.14705882352941177,0.5
"nhans chóng thác phục tình trạng quan liêu, của quyền, khách dịch.","nhanh chóng khắc phục tình trạng quan liêu, cửa quyền, hách dịch.",0.07692307692307693,0.3333333333333333
"Xây dựng và phát triển đời ngữ CB-cc có chất lượng chuyên môn cao, có phẩm.","Xây dựng và phát triển đội ngũ CB - CC có chất lượng chuyên môn cao, có phẩm",0.09210526315789473,0.3333333333333333
"chài, tạo đức. kiếm tra, xử lý kiến quyết các cử tham nhũng, lòng phụ","chất, đạo đức. Kiểm tra, xử lý kiên quyết các vụ tham nhũng, lãng phí,",0.15714285714285714,0.4666666666666667
Lam thai' thoát tay. Sản nhà nước ..... Về bình tế! tập trung mới nổi lúc,làm thất thoát tài sản nhà nước... Về kinh tế : Tập trung mọi nỗ lực,0.3088235294117647,0.8125
"nhâm thảo gỗ sản xuất linh doanh, dầu tơi đỏ tăng trưởng GDP trên địa","nhằm tháo gỡ sản xuất kinh doanh, đưa tốc độ tăng trưởng GDP trên địa",0.14492753623188406,0.4666666666666667
bạn TP đạt 12% năm 2004 và trên 12% năm 2005. Phải tiến hành,bàn TP đạt 12% năm 2004 và trên 12% năm 2005. Phát triển nhanh,0.11290322580645161,0.2857142857142857
"các ngành dịch vụ, tài chủ trực có ngân công nghiệp.","các ngành dịch vụ, tái cấu trúc các ngành công nghiệp.",0.14814814814814814,0.45454545454545453
"Tiếp tục nhàn răng các mô hình, huy động với đài tắt. Tập trung khai thác",Tiếp tục nhân rộng các mô hình huy động vốn đầu tư. Tập trung khai thác,0.1267605633802817,0.375
các người với cho người sách. Tổng kết quả trực ốp phải hoá doanh,các nguồn vốn cho ngân sách. Tổng kết quá trình cổ phần hóa doanh,0.27692307692307694,0.5714285714285714
"nghịp nhà nước và việc tổ chức, sắp xếp loại doanh nghiệp nhà nước.",nghiệp nhà nước và việc tổ chức sắp xếp lại doanh nghiệp nhà nước.,0.06060606060606061,0.21428571428571427
Trên bhai quyết tình của TP về môi sắc đình sách du đạt đời vui.,Triển khai quyết định của TP về một số chính sách ưu đãi đối với,0.28125,0.6666666666666666
các dữ án có vốn đầu tư nước ngoài. Rà sách lợi các chứng,các dự án có vốn đầu tư nước ngoài. Rà soát lại chương,0.2037037037037037,0.38461538461538464
trình hồi nhập kín tế của TP. Về văn hoá - xã hội; đây mang xã,trình hội nhập kinh tế của TP. Về văn hóa - xã hội : đẩy mạnh xã,0.15625,0.4117647058823529
hỏi hôm 1 phút trước xác hồi học tập 1 khu tiên đau từ ngạn sách,"hội hóa, phát triển xã hội học tập, ưu tiên đầu tư ngân sách",0.31666666666666665,0.9285714285714286
cho giao duc - đã tạo.,cho giáo dục - đào tạo.,0.17391304347826086,0.5
Năng cao năng lực quản lý nhà nước trên các hình ước bên danh dịch vụ,Nâng cao năng lực quản lý nhà nước trên các lĩnh vực kinh doanh dịch vụ,0.1267605633802817,0.3125
"van hoi ; khả phục những sở hữu , tên các trong quản lý và hoạt động","văn hóa; khắc phục những sơ hở, tiêu cực trong quản lý và hoạt động",0.19402985074626866,0.6
văn hoá. Tiếp tục tập trung người lực cho chống trừ 3 giảm …,văn hóa. Tiếp tục tập trung nguồn lực cho chương trình 3 giảm...,0.203125,0.46153846153846156
Vui lòng tiếp viết mình thưa ng xưa. Đang tự biết hồi báo các sự phản ứng.,"Viết tiếp về vụ anh Trương Xuân Đại. Ngay từ khi tờ báo có bài "" Số phận của",0.6447368421052632,0.9473684210526315
"mhúng, người mới lên sự thật ""phát hành, nhân lâm đọc dài bấy tỷ của sự","những người nói lên sự thật "" phát hành, nhiều bạn đọc đã bày tỏ sự chia sẻ,",0.3157894736842105,0.6666666666666666
ng hồ anh Trương Xuân Đại. Mặt bàn đác 6 7 tuổi ở Q. Mắt n' gửi tông anh Trương,ủng hộ anh Trương Xuân Đại. Một bạn đọc 67 tuổi ở Q.11 đến gửi tặng anh Trương,0.16666666666666666,0.6111111111111112
"Xuân Đủ 150.000 đồng, mà có gì vì tên Nhưng ở? Tôi Bình gửi tặng 100.000,","Xuân Đại 150.000 đồng, một cô gái tên Nhung ở Tân Bình gửi tặng 100.000 đ,",0.20270270270270271,0.625
"mẹ thành mẹ còn Hai đến quý 200.000. Sand và mẹ là Hai,",một thanh niên tên Hà đến gửi 200.000 đ. Sau đó nữa là rất,0.46551724137931033,0.8571428571428571
"which is less than the other's by 10% (this is, using this)","nhiều bạn đọc gọi đến bày tỏ sự chia sẻ, ủng hộ.",0.8541666666666666,1.0
"Bạn biết lên báo ""tuần"" từ cùng người ""Trinh gia tăng nhóm công nhân""",Ban biên tập báo Tuổi Trẻ cũng quyết định gửi tặng nhóm công nhân,0.4307692307692308,0.7857142857142857
"để tối 100 tháng các 0 tháng làm công A5 10 tháng công. Đây, đc người lớn",đã tố cáo tiêu cực ở đường liên cảng A5 10 triệu đồng. Đừng để người dân,0.4166666666666667,0.8235294117647058
"đặc cuộc cho miền tín! Của bạn bố chí, bạn thân bạn dân đã liên lạc với tôi sao thưa?","đặt cược cho niềm tin! Qua báo chí, bản thân tôi đã được biết về việc tố cáo những",0.4878048780487805,0.8947368421052632
"hai pham của công viên chuyên biên công A5 mạng mới thuộc công ty, nhưng ngay","sai phạm của công rình đường liên cảng A5 mấy năm trước đây, nhưng nay",0.42857142857142855,0.8
mà biết 'mặc là' bổ sung ở văn bản 'đáp' dẫn mang cái 'bảo bảo' bằng phẩm 'phác',mới biết việc làm dũng cảm và tốt đẹp đó đã mang đến bao hệ lụy phiền phức,0.6216216216216216,0.8888888888888888
do nguồn tăng mài / mình / nguồn mà cho tôi vô cùng xứng đáng và đau,"cho những người trong cuộc, những người mà theo tôi vô cùng xứng đáng với danh",0.4230769230769231,0.6875
hin hiny na,hiệu hiệp sĩ.,0.5384615384615384,1.0
"The library making their new year wish. ""Nyanan, the boy thing I think he's got.""","Thế nhưng những hiệp sĩ ấy giờ ra sao? Người thì lang thang, phiêu bạt, kẻ thì",0.7307692307692307,1.0
"và hò?, hết thì cái ấp tìm con chàng, đó như tất thêm vẻ chưa, phải là tất tăng.","vợ bỏ, kẻ thì cày ải trên những con đường đô thị để lượm ve chai, phải tá túc trong",0.5180722891566265,0.85
"when I can't find you, I'm not sure why, but I don't let you down.",những căn chòi tạm bợ sống qua ngày. Ngẫm sao mà thương thế! Đáng lẽ phải được,0.7564102564102564,1.0
"In sum, the two languages on your list of bi-legal minorities may come across,",tôn vinh thì trái lại những con người ấy đã bị đẩy xuống đáy cùng của cuộc,0.8108108108108109,1.0
"bóng! cũng may mắn anh. An dã Măng hơn, đó chứ là mình còn ưu vị.","sống! Cũng may mà anh Đại đã thắng kiện, đó chắc là một niềm an ủi và",0.43478260869565216,0.8235294117647058
"la nhanh định đặt một mảnh các tưới nghiệp, người thân tin rằng nó","là một khẳng định để anh và các đồng nghiệp, người thân tin rằng các",0.35294117647058826,0.5333333333333333
"anh thành đàn. Tôi hãy viết: ""Thư nhiên"" giảm tín từ ""lý pháp mà"" mình.",anh không đơn độc trong việc theo đuổi niềm tin về lẽ phải của mình.,0.5588235294117647,0.8666666666666667
"Là mùa, thầy thánh tạo dấu xác tình sự phạm mơ không xử lý mà ấy mới mạn.","Lại nữa, khi thanh tra đã xác định sai phạm sao không xử lý mà để "" ngâm """,0.40540540540540543,0.6842105263157895
bin ngay dùn cùng 2 rai băm) phải là mạng xảy liên tục chuyển màn vàng,lâu ngày đến vậy? Tôi không phải là người trong lĩnh vực chuyên môn nhưng,0.5342465753424658,0.9333333333333333
"Sợ 'thì hình dung ơng hình diện bên cây A S chứa những phần, vừa hoại dụng.",có thể hình dung công trình đường liên cảng A5 chắc là nhằm phục vụ hoạt động của,0.48148148148148145,0.8888888888888888
"sa cô nhà đâu! Cứ tay khu đất còn lại Tân Thành. Với thứ không khí, phục ngày",các nhà đầu tư trong Khu chế xuất Tân Thuận. Vậy thì khi không khắc phục ngay,0.4675324675324675,0.8823529411764706
"mà con đi, con đường xem gì? Như thế, có phải kì, gì? Vẫn phải.","mà còn để con đường xuống cấp thê thảm, có phải là góp thêm phần",0.40625,0.6666666666666666
bon xin /dì ma xin? tôi muốn đi cùng chơi phố / hay không / mà cùng,"làm xấu đi môi trường đầu tư của thành phố hay không, và cũng",0.6065573770491803,1.0714285714285714
Nhị nghĩa và việc mới đã bao nhiêu và bạn việc và cả nhiều câu này.,đồng nghĩa với việc mất đi bao nhiêu cơ hội làm việc và cải thiện cuộc sống,0.38666666666666666,0.6470588235294118
ou a' ngu'di bòdìny - dòrì bòs' - hì yì hòmìy?,của người lao động - đồng bào - hay không?,0.6904761904761905,0.9
chuyện là cô hơn nghinh vì nên Chuyện chuyện việc làm lại của cây nhân,"Chúng ta "" hoan nghênh và biểu dương những việc làm tốt của công nhân",0.4927536231884058,0.7333333333333333
xúy dùng tăng vóc là mở rộng phẩm và gai phạm của công trình dây,"xây dựng trong việc thông tin, phản ánh sai phạm của công trình đường",0.36231884057971014,0.7857142857142857
"his long AS"") many that is they is ""bird"" Christian against us""","liên cảng A5 "", nhưng chắc là không có hình thức hoan nghênh và biểu",0.6764705882352942,1.0
"having ""this"" then have said and ""Do you"" mean ""do you like"" or ""do you enjoy""",dương nào thiết thực hơn đối với anh Đại và những đồng nghiệp là xử lý ngay,0.76,1.0
không làm phim (đã có mùa mưa) và có biên pháp hiện biến khác nhau,những sai phạm (đã rõ mười mươi) và có biện pháp hữu hiệu khắc phục,0.3582089552238806,0.7333333333333333
"suling mai lian' de. s'maiy mian' jin'na' le pha'ma'de dhat phai,",những sai phạm đó. Có như vậy niềm tin vào lẽ phải mới được khôi phục,0.6811594202898551,1.0
cả người bạn sẽ thấy còn phía dự? arcác có quả bịn mà? mấy,và người dân sẽ không còn phải đặt cược cho niềm tin của mình.,0.5161290322580645,0.7857142857142857
Phân tích mối cơ chuyển dòng không ! Hôm nay chuyển dòng cơ mở gây quy,Phải là một câu chuyện đàng hoàng! Nhóm công nhân dũng cảm ấy gồm,0.5692307692307692,1.1428571428571428
zo ngưu vậy mà hài hòa ra ấy đã bây hết. Chứ ơn anh Đại văn hài!,20 người vậy mà hầu như nay đã lang bạt hết. Chỉ còn anh Đại và bốn,0.417910447761194,0.7058823529411765
